-1.079907533997714331e-01,-2.298048333367851137e-01,-3.681250343879984288e-01,1.739962665851040591e-01,-8.751302872442207059e-02,7.049115392910093592e-01,-1.608601319421656128e-01,2.738954270174658867e-01,-1.831869584320987288e-01
1.428315442733326668e-01,-2.291824818019425059e-01,-8.971571766285537861e-03,-5.294739748578498606e-01,-5.928498721226358459e-01,9.596541066601754766e-02,3.807503962824014265e-01,-3.006022595367637343e-02,-1.010638635734440738e-01
-3.904291579021600817e-02,-3.407604640189317857e-01,-3.810278109659941959e-01,2.807876137396007540e-02,-2.177013491339120088e-01,-5.696138585341954386e-01,-1.215535499108035128e-01,7.906420848859915460e-03,-2.304731963919661175e-01
7.830977342750979064e-02,-1.641340015512413320e-01,-5.273718268979253887e-01,3.660653366614392556e-01,1.493602475531080054e-01,-2.143473009271336382e-01,3.212451759517400696e-01,-1.409342202326390736e-01,1.904484255709111284e-01
-4.364179671947979178e-01,-2.069996585828252356e-01,2.464900084911084838e-02,1.378728518272563305e-02,-2.394742422597231357e-01,-1.608567434292944021e-01,-1.128410452272229636e-01,4.767131903778926705e-01,9.552704134456202478e-02
-4.717487818945551026e-01,-1.289100455245493770e-01,-1.563657339000123700e-02,-7.098459070823699701e-02,-1.812029330449159079e-02,1.764233029338917458e-01,2.764255636661840931e-01,-5.674232606711231419e-01,3.312476367186513171e-01
2.408934092037878505e-01,-2.622749676022773646e-01,2.875707592912943866e-01,3.235169797446285078e-01,9.715641723510323735e-02,9.049161133772631871e-03,5.482878576706102375e-02,-7.843884627862603154e-02,-3.095074860689221996e-01
-2.393334327293336339e-01,5.466681934337577209e-01,-1.960754459029399321e-01,-6.223028484253117359e-02,1.379208061786517947e-01,-6.492207834386555521e-02,5.444025728063146552e-01,2.925679275944430557e-01,-3.625250617548197440e-01
-1.242629800377621219e-01,-3.224155715954752921e-01,3.350246178317674572e-01,-3.166063107548324207e-01,4.183466486724887190e-01,-1.795036357023289397e-01,8.434886501602535669e-02,2.198969079906145929e-01,4.170599709971366947e-03
3.775429652444584061e-01,-2.887521459733227713e-01,-1.079457281373278621e-01,-9.935135113716650479e-02,2.767478078636957939e-01,1.312523414588975257e-01,3.644185204579042936e-01,3.592306653345088141e-01,3.851875363665984153e-01
-2.716870652386721430e-01,-3.502270099760306232e-01,2.369292602869188802e-01,2.488916357284225167e-01,1.032644900956572742e-01,8.870260427264455017e-02,3.179493355539489419e-01,-1.078679432384733600e-01,-4.478147069786682088e-01
1.067884259536973530e-02,1.090009310216217414e-01,3.707698225693644711e-01,5.182055828899613248e-01,-4.467487576883277800e-01,-6.880631544370470476e-02,2.599191266130074229e-01,2.294757305249535140e-01,3.276576503054585698e-01
4.472748790319948653e-01,5.134948277553778168e-02,4.007649163027614952e-02,1.520842777773297530e-02,-1.522467964126588136e-01,1.173105980470690556e-02,1.186994225365482214e-01,-1.465725735565801269e-01,-2.539410172175102232e-01
