-2.140929474894097406e-01,3.163574469232080855e+00,4.013141600008865995e-01,-2.892836438274090649e-01,-1.228361859598567252e+00,-3.025844395193247327e-01,8.683564392542969523e-02,2.428873073921863912e-01,-8.108867969424083944e-01,-8.043696007999999731e-01
7.528322654305644734e-01,2.462478300640787765e+00,7.003966084198920417e-01,6.894835860669455696e-02,-1.334012808675631323e+00,-2.995676297580776026e-01,-8.757285182535148871e-02,-2.508996041121897003e-03,-6.881461522256661079e-01,-9.690484415000000240e-01
5.817091062628793052e-01,2.993817930621325729e+00,5.552963261105077208e-01,-5.668063928573736227e-02,-1.482269289056228123e+00,-3.367351199502863768e-01,1.953663341029639455e-01,-9.193024924902207240e-02,-9.701370575402651353e-01,-8.263892466000000159e-01
6.923139491023446723e-01,3.127809779198453821e+00,5.144856350432075454e-01,-2.566770798574732199e-02,-1.466775340230386027e+00,-4.727917279616331014e-01,6.333013238092136121e-02,-9.037722847191148601e-02,-1.056814779637904600e+00,-1.024566059300000109e+00
9.593941800213705573e-01,2.551397809927255622e+00,6.769310573563366296e-01,1.593078153848160872e-01,-1.496194980979691058e+00,-3.388204794311024948e-01,-1.955990230763155202e-01,-1.169723321866587562e-01,-7.117007295157259383e-01,-1.079615173899999947e+00
2.478078537425581485e-01,2.565061131709450493e+00,6.867153689690446150e-01,1.295416609870378433e-01,-1.444261087930689635e+00,-3.822799146583674701e-01,-1.848038047180409760e-01,6.828252224618017174e-02,-3.149446309287043388e-01,-9.400012491000000470e-01
-2.890334781376410755e-02,2.590122891594567545e+00,4.645977597653059288e-01,-1.440202524596305156e-01,-1.284194179051102003e+00,-3.539882771539368256e-01,-3.735714929741264512e-01,-2.008205513273384271e-02,-3.432630692766391323e-01,-8.601214700999999518e-01
6.245619520360656818e-02,1.721532479483085520e+00,8.636357768053416484e-01,4.551583782988141702e-02,-1.024776446029980637e+00,-1.708097005848226435e-01,-4.893085280300499829e-01,-1.984312291701723352e-01,-2.695856228546481548e-01,-6.003364994000000010e-01
-2.088888050311226596e+00,9.995298359819694278e-01,6.954056037093924170e-01,-9.078360778147267496e-01,-1.258012299524249034e-01,3.196689398645347069e-01,4.624446625287620405e-02,-6.856088979643008008e-01,-4.899353393924467670e-01,1.163343432400000044e+00
-2.461890046037326307e+00,1.800427875853179538e+00,3.770971191768244246e-01,-7.593617666838061719e-01,-8.645277861095577165e-01,2.265049497258095346e-02,-3.418654453338938470e-01,3.712538148584860753e-01,-8.584034216147566898e-01,2.942701761000000027e-01
2.292244945471417217e-01,2.496906042234828149e+00,6.797172357337692983e-01,1.209260745966815875e-01,-1.451504508397395199e+00,-1.856691047670940842e-01,-2.122505297097248833e-01,-6.240528089165575665e-02,-8.013616196193128483e-01,-8.540309297000000521e-01
2.568761447983334278e-01,2.900533803860477544e+00,5.440750967470326938e-01,1.069087893054135319e-01,-1.603272291732918742e+00,-3.143314465545795633e-01,-1.396464021397905986e-01,-1.779918889446004404e-01,-8.048358467243177383e-01,-8.730053053999999868e-01
-9.970445088334735362e-02,3.066038659662399635e+00,4.387534712307353257e-01,7.087428043804756828e-02,-1.497823061473837924e+00,-3.649982980707356384e-01,-2.844485371079595315e-01,2.861191437372436960e-02,-8.647924177021668601e-01,-1.042134925600000095e+00
