-0.2140929475,3.1635744692,0.40131416,-0.2892836438,-1.2283618596,-0.3025844395,0.0868356439,0.2428873074,-0.8108867969,-0.8043696008
0.7528322654,2.4624783006,0.7003966084,0.0689483586,-1.3340128087,-0.2995676298,-0.0875728518,-0.002508996,-0.6881461522,-0.9690484415
0.5817091063,2.9938179306,0.5552963261,-0.0566806393,-1.4822692891,-0.33673512,0.1953663341,-0.0919302492,-0.9701370575,-0.8263892466
0.6923139491,3.1278097792,0.514485635,-0.025667708,-1.4667753402,-0.472791728,0.0633301324,-0.0903772285,-1.0568147796,-1.0245660593
0.95939418,2.5513978099,0.6769310574,0.1593078154,-1.496194981,-0.3388204794,-0.1955990231,-0.1169723322,-0.7117007295,-1.0796151739
0.2478078537,2.5650611317,0.686715369,0.129541661,-1.4442610879,-0.3822799147,-0.1848038047,0.0682825222,-0.3149446309,-0.9400012491
-0.0289033478,2.5901228916,0.4645977598,-0.1440202525,-1.2841941791,-0.3539882772,-0.373571493,-0.0200820551,-0.3432630693,-0.8601214701
0.0624561952,1.7215324795,0.8636357768,0.0455158378,-1.024776446,-0.1708097006,-0.489308528,-0.1984312292,-0.2695856229,-0.6003364994
-2.0888880503,0.999529836,0.6954056037,-0.9078360778,-0.12580123,0.3196689399,0.0462444663,-0.685608898,-0.4899353394,1.1633434324
-2.461890046,1.8004278759,0.3770971192,-0.7593617667,-0.8645277861,0.022650495,-0.3418654453,0.3712538149,-0.8584034216,0.2942701761
0.2292244945,2.4969060422,0.6797172357,0.1209260746,-1.4515045084,-0.1856691048,-0.2122505297,-0.0624052809,-0.8013616196,-0.8540309297
0.2568761448,2.9005338039,0.5440750967,0.1069087893,-1.6032722917,-0.3143314466,-0.1396464021,-0.1779918889,-0.8048358467,-0.8730053054
-0.0997044509,3.0660386597,0.4387534712,0.0708742804,-1.4978230615,-0.3649982981,-0.2844485371,0.0286119144,-0.8647924177,-1.0421349256
0.4538727357,2.6419772389,0.6043195584,0.1133081615,-1.5482874198,-0.2571464538,-0.2434949499,-0.113931212,-0.7865459395,-0.9716252086
-0.7515207652,2.6127769716,0.5709021868,-0.1039319932,-1.3499484568,-0.016833187,0.07390879,-0.1719528729,-0.6990353922,-0.1915675419
-0.4684949837,3.1626806449,0.3618405869,-0.1157419165,-1.4173562921,-0.2710823295,-0.1233906085,0.0765816732,-0.8240837813,-0.7858637282
-0.0557701915,2.2778173841,0.7263604027,0.2095324968,-1.4406445433,-0.1138041363,-0.2650805928,-0.1623818276,-0.5384896757,-0.6422675271
-0.9550889816,2.4000684026,0.6303324486,-0.1989780016,-1.2937868192,0.0111244349,0.0303122449,-0.2039054295,-0.680828005,-0.0177528906
-1.2993915474,3.159936577,0.3593999339,-0.2879668249,-1.5460870994,-0.2551247308,-0.1181012367,0.2538004131,-0.8320585944,-0.4855532391
-1.1830143699,1.6889937839,0.4602092646,-0.3725984127,-0.9429988298,0.2974336332,-0.2682941072,-0.8853012945,-0.0873331456,0.8538971328
-1.9374402576,1.3184287537,0.1971147645,-1.1256702078,-0.1492078636,0.6533315691,-0.2053163246,-0.7607227399,-0.8774533745,1.1094655755
-1.638969497,2.6260624707,-0.6640632568,-1.6627757348,-0.2989021245,0.5278590536,-0.5645637545,-0.4207748845,-1.509757133,0.0572076059
-0.7530899376,1.680175585,-0.1047999136,-0.961786754,-0.2130911916,0.4725143403,-0.6091473335,-0.9823565531,-1.3870525384,0.2588981918
-2.3067410351,1.32525087,0.2469370718,-0.786650754,-0.4921319376,0.5468165893,-0.122329249,-0.5274429787,-1.0221361652,1.0178732189
-0.5363223006,3.0953951731,0.3163555102,-0.0143090065,-1.549183357,0.0240207385,0.133345116,-0.0263809418,-1.0969096257,-0.4539292796
0.0468190457,2.8926251041,0.4714336473,0.0792958469,-1.4961485122,-0.1513830127,-0.019707483,-0.0726094504,-1.0420437348,-0.7935940294
-0.5036984563,2.9472064815,0.6094055923,0.0523087761,-1.5727443877,-0.0729100612,0.1296138649,-0.0114323615,-0.771867528,-0.4504155064
0.1726799875,3.364917088,0.4119676062,5.2136763569615E-005,-1.5970125534,-0.320519325,-0.0031162223,-0.0352824257,-1.2493560532,-0.9845090439
0.7831158325,2.4690108772,0.5891734486,0.0399227341,-1.4785063858,-0.0949841728,-0.2595299235,-0.2569172432,-0.9703170209,-0.8500486533
